"Time (CET/CEST)","BZN|CH > BZN|FR Day Ahead [MW]","BZN|CH > BZN|FR Total [MW]","BZN|FR > BZN|CH Day Ahead [MW]","BZN|FR > BZN|CH Total [MW]"
"15.01.2016 07:00 - 15.01.2016 08:00","n/e","1","n/e","3200"
"15.01.2016 08:00 - 15.01.2016 09:00","n/e","0","n/e","3200"
"15.01.2016 09:00 - 15.01.2016 10:00","n/e","0","n/e","3200"
"15.01.2016 10:00 - 15.01.2016 11:00","n/e","0","n/e","3200"
"15.01.2016 11:00 - 15.01.2016 12:00","n/e","0","n/e","3200"
"15.01.2016 12:00 - 15.01.2016 13:00","n/e","0","n/e","3200"
"15.01.2016 13:00 - 15.01.2016 14:00","n/e","0","n/e","3200"
"15.01.2016 14:00 - 15.01.2016 15:00","n/e","0","n/e","3200"
"15.01.2016 15:00 - 15.01.2016 16:00","n/e","0","n/e","3200"
"15.01.2016 16:00 - 15.01.2016 17:00","n/e","0","n/e","3200"
"15.01.2016 17:00 - 15.01.2016 18:00","n/e","0","n/e","3200"
"15.01.2016 18:00 - 15.01.2016 19:00","n/e","0","n/e","3200"
"15.01.2016 19:00 - 15.01.2016 20:00","n/e","0","n/e","3200"
"15.01.2016 20:00 - 15.01.2016 21:00","n/e","0","n/e","3200"
"15.01.2016 21:00 - 15.01.2016 22:00","n/e","0","n/e","3200"
"15.01.2016 22:00 - 15.01.2016 23:00","n/e","20","n/e","3200"
"15.01.2016 23:00 - 16.01.2016 00:00","n/e","25","n/e","3200"
"16.01.2016 00:00 - 16.01.2016 01:00","n/e","0","n/e","3200"
"16.01.2016 01:00 - 16.01.2016 02:00","n/e","0","n/e","3200"
"16.01.2016 02:00 - 16.01.2016 03:00","n/e","0","n/e","3200"
"16.01.2016 03:00 - 16.01.2016 04:00","n/e","0","n/e","3200"
"16.01.2016 04:00 - 16.01.2016 05:00","n/e","0","n/e","3200"
"16.01.2016 05:00 - 16.01.2016 06:00","n/e","0","n/e","3200"
"16.01.2016 06:00 - 16.01.2016 07:00","n/e","0","n/e","3200"
"16.01.2016 07:00 - 16.01.2016 08:00","n/e","18","n/e","3200"
"16.01.2016 08:00 - 16.01.2016 09:00","n/e","0","n/e","3200"
"16.01.2016 09:00 - 16.01.2016 10:00","n/e","1","n/e","3200"
"16.01.2016 10:00 - 16.01.2016 11:00","n/e","0","n/e","3200"
"16.01.2016 11:00 - 16.01.2016 12:00","n/e","350","n/e","3362"
"16.01.2016 12:00 - 16.01.2016 13:00","n/e","294","n/e","3316"
"16.01.2016 13:00 - 16.01.2016 14:00","n/e","271","n/e","3330"
"16.01.2016 14:00 - 16.01.2016 15:00","n/e","1","n/e","3201"
"16.01.2016 15:00 - 16.01.2016 16:00","n/e","0","n/e","3200"
"16.01.2016 16:00 - 16.01.2016 17:00","n/e","0","n/e","3200"
"16.01.2016 17:00 - 16.01.2016 18:00","n/e","0","n/e","3200"
"16.01.2016 18:00 - 16.01.2016 19:00","n/e","0","n/e","3200"
"16.01.2016 19:00 - 16.01.2016 20:00","n/e","307","n/e","3350"
"16.01.2016 20:00 - 16.01.2016 21:00","n/e","0","n/e","3200"
"16.01.2016 21:00 - 16.01.2016 22:00","n/e","36","n/e","3221"
"16.01.2016 22:00 - 16.01.2016 23:00","n/e","662","n/e","3437"
"16.01.2016 23:00 - 17.01.2016 00:00","n/e","619","n/e","3541"
"17.01.2016 00:00 - 17.01.2016 01:00","n/e","99","n/e","3239"
"17.01.2016 01:00 - 17.01.2016 02:00","n/e","246","n/e","3300"
"17.01.2016 02:00 - 17.01.2016 03:00","n/e","113","n/e","3100"
"17.01.2016 03:00 - 17.01.2016 04:00","n/e","100","n/e","3100"
"17.01.2016 04:00 - 17.01.2016 05:00","n/e","175","n/e","3100"
"17.01.2016 05:00 - 17.01.2016 06:00","n/e","200","n/e","3140"
"17.01.2016 06:00 - 17.01.2016 07:00","n/e","225","n/e","3100"
"17.01.2016 07:00 - 17.01.2016 08:00","n/e","235","n/e","3053"
"17.01.2016 08:00 - 17.01.2016 09:00","n/e","167","n/e","3210"
"17.01.2016 09:00 - 17.01.2016 10:00","n/e","71","n/e","3210"
"17.01.2016 10:00 - 17.01.2016 11:00","n/e","94","n/e","3210"
"17.01.2016 11:00 - 17.01.2016 12:00","n/e","111","n/e","3215"
"17.01.2016 12:00 - 17.01.2016 13:00","n/e","15","n/e","3215"
"17.01.2016 13:00 - 17.01.2016 14:00","n/e","15","n/e","3215"
"17.01.2016 14:00 - 17.01.2016 15:00","n/e","92","n/e","3217"
"17.01.2016 15:00 - 17.01.2016 16:00","n/e","55","n/e","3200"
"17.01.2016 16:00 - 17.01.2016 17:00","n/e","7","n/e","3207"
"17.01.2016 17:00 - 17.01.2016 18:00","n/e","0","n/e","3200"
"17.01.2016 18:00 - 17.01.2016 19:00","n/e","0","n/e","3200"
"17.01.2016 19:00 - 17.01.2016 20:00","n/e","36","n/e","3236"
"17.01.2016 20:00 - 17.01.2016 21:00","n/e","5","n/e","3205"
"17.01.2016 21:00 - 17.01.2016 22:00","n/e","0","n/e","3200"
"17.01.2016 22:00 - 17.01.2016 23:00","n/e","53","n/e","3253"
"17.01.2016 23:00 - 18.01.2016 00:00","n/e","0","n/e","3200"
"18.01.2016 00:00 - 18.01.2016 01:00","n/e","82","n/e","2912"
"18.01.2016 01:00 - 18.01.2016 02:00","n/e","64","n/e","2791"
"18.01.2016 02:00 - 18.01.2016 03:00","n/e","21","n/e","2767"
"18.01.2016 03:00 - 18.01.2016 04:00","n/e","30","n/e","2991"
"18.01.2016 04:00 - 18.01.2016 05:00","n/e","0","n/e","3082"
"18.01.2016 05:00 - 18.01.2016 06:00","n/e","0","n/e","2962"
"18.01.2016 06:00 - 18.01.2016 07:00","n/e","0","n/e","2952"
"18.01.2016 07:00 - 18.01.2016 08:00","n/e","754","n/e","3503"
"18.01.2016 08:00 - 18.01.2016 09:00","n/e","1827","n/e","4111"
"18.01.2016 09:00 - 18.01.2016 10:00","n/e","1343","n/e","3170"
"18.01.2016 10:00 - 18.01.2016 11:00","n/e","919","n/e","2877"
"18.01.2016 11:00 - 18.01.2016 12:00","n/e","1070","n/e","3049"
"18.01.2016 12:00 - 18.01.2016 13:00","n/e","1043","n/e","3101"
"18.01.2016 13:00 - 18.01.2016 14:00","n/e","1007","n/e","3593"
"18.01.2016 14:00 - 18.01.2016 15:00","n/e","955","n/e","3859"
"18.01.2016 15:00 - 18.01.2016 16:00","n/e","959","n/e","4159"
"18.01.2016 16:00 - 18.01.2016 17:00","n/e","1596","n/e","4796"
"18.01.2016 17:00 - 18.01.2016 18:00","n/e","2127","n/e","4642"
"18.01.2016 18:00 - 18.01.2016 19:00","n/e","1763","n/e","2526"
"18.01.2016 19:00 - 18.01.2016 20:00","n/e","1859","n/e","2678"
"18.01.2016 20:00 - 18.01.2016 21:00","n/e","794","n/e","3836"
"18.01.2016 21:00 - 18.01.2016 22:00","n/e","734","n/e","3934"
"18.01.2016 22:00 - 18.01.2016 23:00","n/e","700","n/e","3900"
"18.01.2016 23:00 - 19.01.2016 00:00","n/e","700","n/e","3900"
"19.01.2016 00:00 - 19.01.2016 01:00","n/e","0","n/e","2963"
"19.01.2016 01:00 - 19.01.2016 02:00","n/e","0","n/e","2912"
"19.01.2016 02:00 - 19.01.2016 03:00","n/e","0","n/e","2899"
"19.01.2016 03:00 - 19.01.2016 04:00","n/e","17","n/e","3139"
"19.01.2016 04:00 - 19.01.2016 05:00","n/e","0","n/e","3200"
"19.01.2016 05:00 - 19.01.2016 06:00","n/e","0","n/e","3200"
"19.01.2016 06:00 - 19.01.2016 07:00","n/e","147","n/e","3347"
"19.01.2016 07:00 - 19.01.2016 08:00","n/e","789","n/e","3701"
"19.01.2016 08:00 - 19.01.2016 09:00","n/e","984","n/e","3018"
"19.01.2016 09:00 - 19.01.2016 10:00","n/e","936","n/e","3152"
"19.01.2016 10:00 - 19.01.2016 11:00","n/e","857","n/e","2883"
"19.01.2016 11:00 - 19.01.2016 12:00","n/e","1082","n/e","2857"
"19.01.2016 12:00 - 19.01.2016 13:00","n/e","891","n/e","3027"
"19.01.2016 13:00 - 19.01.2016 14:00","n/e","802","n/e","3281"
"19.01.2016 14:00 - 19.01.2016 15:00","n/e","834","n/e","3708"
"19.01.2016 15:00 - 19.01.2016 16:00","n/e","1213","n/e","4413"
"19.01.2016 16:00 - 19.01.2016 17:00","n/e","1398","n/e","4477"
"19.01.2016 17:00 - 19.01.2016 18:00","n/e","1589","n/e","3268"
"19.01.2016 18:00 - 19.01.2016 19:00","n/e","2433","n/e","2409"
"19.01.2016 19:00 - 19.01.2016 20:00","n/e","1913","n/e","2309"
"19.01.2016 20:00 - 19.01.2016 21:00","n/e","1140","n/e","2696"
"19.01.2016 21:00 - 19.01.2016 22:00","n/e","634","n/e","3034"
"19.01.2016 22:00 - 19.01.2016 23:00","n/e","1603","n/e","4360"
"19.01.2016 23:00 - 20.01.2016 00:00","n/e","195","n/e","3324"
"20.01.2016 00:00 - 20.01.2016 01:00","n/e","307","n/e","3291"
"20.01.2016 01:00 - 20.01.2016 02:00","n/e","305","n/e","3307"
"20.01.2016 02:00 - 20.01.2016 03:00","n/e","263","n/e","3431"
"20.01.2016 03:00 - 20.01.2016 04:00","n/e","287","n/e","3306"
"20.01.2016 04:00 - 20.01.2016 05:00","n/e","287","n/e","3487"
"20.01.2016 05:00 - 20.01.2016 06:00","n/e","282","n/e","3397"
"20.01.2016 06:00 - 20.01.2016 07:00","n/e","177","n/e","3377"
"20.01.2016 07:00 - 20.01.2016 08:00","n/e","1192","n/e","4392"
"20.01.2016 08:00 - 20.01.2016 09:00","n/e","1690","n/e","4369"
"20.01.2016 09:00 - 20.01.2016 10:00","n/e","772","n/e","3221"
"20.01.2016 10:00 - 20.01.2016 11:00","n/e","859","n/e","2986"
"20.01.2016 11:00 - 20.01.2016 12:00","n/e","910","n/e","2983"
"20.01.2016 12:00 - 20.01.2016 13:00","n/e","1117","n/e","3502"
"20.01.2016 13:00 - 20.01.2016 14:00","n/e","925","n/e","3367"
"20.01.2016 14:00 - 20.01.2016 15:00","n/e","1399","n/e","4573"
"20.01.2016 15:00 - 20.01.2016 16:00","n/e","874","n/e","4074"
"20.01.2016 16:00 - 20.01.2016 17:00","n/e","1971","n/e","3236"
"20.01.2016 17:00 - 20.01.2016 18:00","n/e","2983","n/e","2976"
"20.01.2016 18:00 - 20.01.2016 19:00","n/e","3139","n/e","3169"
"20.01.2016 19:00 - 20.01.2016 20:00","n/e","2758","n/e","2534"
"20.01.2016 20:00 - 20.01.2016 21:00","n/e","1036","n/e","2529"
"20.01.2016 21:00 - 20.01.2016 22:00","n/e","536","n/e","3331"
"20.01.2016 22:00 - 20.01.2016 23:00","n/e","577","n/e","3633"
"20.01.2016 23:00 - 21.01.2016 00:00","n/e","2","n/e","3202"
"21.01.2016 00:00 - 21.01.2016 01:00","n/e","78","n/e","2890"
"21.01.2016 01:00 - 21.01.2016 02:00","n/e","148","n/e","3040"
"21.01.2016 02:00 - 21.01.2016 03:00","n/e","175","n/e","3055"
"21.01.2016 03:00 - 21.01.2016 04:00","n/e","150","n/e","2963"
"21.01.2016 04:00 - 21.01.2016 05:00","n/e","78","n/e","3038"
"21.01.2016 05:00 - 21.01.2016 06:00","n/e","197","n/e","3200"
"21.01.2016 06:00 - 21.01.2016 07:00","n/e","254","n/e","3264"
"21.01.2016 07:00 - 21.01.2016 08:00","n/e","1480","n/e","3520"
"21.01.2016 08:00 - 21.01.2016 09:00","n/e","1546","n/e","2269"
"21.01.2016 09:00 - 21.01.2016 10:00","n/e","1814","n/e","2684"
"21.01.2016 10:00 - 21.01.2016 11:00","n/e","2149","n/e","2781"
"21.01.2016 11:00 - 21.01.2016 12:00","n/e","1426","n/e","2325"
"21.01.2016 12:00 - 21.01.2016 13:00","n/e","1187","n/e","3248"
"21.01.2016 13:00 - 21.01.2016 14:00","n/e","1310","n/e","3234"
"21.01.2016 14:00 - 21.01.2016 15:00","n/e","1775","n/e","3550"
"21.01.2016 15:00 - 21.01.2016 16:00","n/e","1520","n/e","3705"
"21.01.2016 16:00 - 21.01.2016 17:00","n/e","1877","n/e","4049"
"21.01.2016 17:00 - 21.01.2016 18:00","n/e","2277","n/e","2845"
"21.01.2016 18:00 - 21.01.2016 19:00","n/e","2354","n/e","2740"
"21.01.2016 19:00 - 21.01.2016 20:00","n/e","2032","n/e","2321"
"21.01.2016 20:00 - 21.01.2016 21:00","n/e","1079","n/e","2566"
"21.01.2016 21:00 - 21.01.2016 22:00","n/e","531","n/e","3455"
"21.01.2016 22:00 - 21.01.2016 23:00","n/e","20","n/e","3200"
"21.01.2016 23:00 - 22.01.2016 00:00","n/e","122","n/e","3212"
"22.01.2016 00:00 - 22.01.2016 01:00","n/e","175","n/e","3203"
"22.01.2016 01:00 - 22.01.2016 02:00","n/e","200","n/e","3400"
"22.01.2016 02:00 - 22.01.2016 03:00","n/e","150","n/e","3028"
"22.01.2016 03:00 - 22.01.2016 04:00","n/e","264","n/e","3032"
"22.01.2016 04:00 - 22.01.2016 05:00","n/e","233","n/e","2884"
"22.01.2016 05:00 - 22.01.2016 06:00","n/e","489","n/e","3227"
"22.01.2016 06:00 - 22.01.2016 07:00","n/e","495","n/e","3591"
"22.01.2016 07:00 - 22.01.2016 08:00","n/e","350","n/e","3450"
"22.01.2016 08:00 - 22.01.2016 09:00","n/e","675","n/e","3391"
"22.01.2016 09:00 - 22.01.2016 10:00","n/e","473","n/e","3393"
"22.01.2016 10:00 - 22.01.2016 11:00","n/e","437","n/e","3452"
"22.01.2016 11:00 - 22.01.2016 12:00","n/e","399","n/e","3383"
"22.01.2016 12:00 - 22.01.2016 13:00","n/e","133","n/e","3296"
"22.01.2016 13:00 - 22.01.2016 14:00","n/e","100","n/e","3200"
"22.01.2016 14:00 - 22.01.2016 15:00","n/e","1","n/e","3201"
"22.01.2016 15:00 - 22.01.2016 16:00","n/e","0","n/e","3200"
"22.01.2016 16:00 - 22.01.2016 17:00","n/e","156","n/e","3356"
"22.01.2016 17:00 - 22.01.2016 18:00","n/e","380","n/e","3510"
"22.01.2016 18:00 - 22.01.2016 19:00","n/e","1176","n/e","4009"
"22.01.2016 19:00 - 22.01.2016 20:00","n/e","1222","n/e","3465"
"22.01.2016 20:00 - 22.01.2016 21:00","n/e","624","n/e","3241"
"22.01.2016 21:00 - 22.01.2016 22:00","n/e","172","n/e","3372"
"22.01.2016 22:00 - 22.01.2016 23:00","n/e","197","n/e","3397"
"22.01.2016 23:00 - 23.01.2016 00:00","n/e","147","n/e","3347"
"23.01.2016 00:00 - 23.01.2016 01:00","n/e","0","n/e","3200"
"23.01.2016 01:00 - 23.01.2016 02:00","n/e","0","n/e","3200"
"23.01.2016 02:00 - 23.01.2016 03:00","n/e","0","n/e","3200"
"23.01.2016 03:00 - 23.01.2016 04:00","n/e","70","n/e","3200"
"23.01.2016 04:00 - 23.01.2016 05:00","n/e","0","n/e","3200"
"23.01.2016 05:00 - 23.01.2016 06:00","n/e","0","n/e","3200"
"23.01.2016 06:00 - 23.01.2016 07:00","n/e","49","n/e","3200"
"23.01.2016 07:00 - 23.01.2016 08:00","n/e","0","n/e","3200"
"23.01.2016 08:00 - 23.01.2016 09:00","n/e","0","n/e","3200"
"23.01.2016 09:00 - 23.01.2016 10:00","n/e","0","n/e","3200"
"23.01.2016 10:00 - 23.01.2016 11:00","n/e","0","n/e","3200"
"23.01.2016 11:00 - 23.01.2016 12:00","n/e","0","n/e","3200"
"23.01.2016 12:00 - 23.01.2016 13:00","n/e","0","n/e","3200"
"23.01.2016 13:00 - 23.01.2016 14:00","n/e","0","n/e","3200"
"23.01.2016 14:00 - 23.01.2016 15:00","n/e","0","n/e","3200"
"23.01.2016 15:00 - 23.01.2016 16:00","n/e","0","n/e","3200"
"23.01.2016 16:00 - 23.01.2016 17:00","n/e","0","n/e","3200"
"23.01.2016 17:00 - 23.01.2016 18:00","n/e","0","n/e","3200"
"23.01.2016 18:00 - 23.01.2016 19:00","n/e","0","n/e","3400"
"23.01.2016 19:00 - 23.01.2016 20:00","n/e","0","n/e","3200"
"23.01.2016 20:00 - 23.01.2016 21:00","n/e","0","n/e","3200"
"23.01.2016 21:00 - 23.01.2016 22:00","n/e","0","n/e","3200"
"23.01.2016 22:00 - 23.01.2016 23:00","n/e","0","n/e","3200"
"23.01.2016 23:00 - 24.01.2016 00:00","n/e","0","n/e","3200"
"24.01.2016 00:00 - 24.01.2016 01:00","n/e","0","n/e","3200"
"24.01.2016 01:00 - 24.01.2016 02:00","n/e","0","n/e","3200"
"24.01.2016 02:00 - 24.01.2016 03:00","n/e","1","n/e","3200"
"24.01.2016 03:00 - 24.01.2016 04:00","n/e","2","n/e","3200"
"24.01.2016 04:00 - 24.01.2016 05:00","n/e","0","n/e","3200"
"24.01.2016 05:00 - 24.01.2016 06:00","n/e","0","n/e","3200"
"24.01.2016 06:00 - 24.01.2016 07:00","n/e","0","n/e","3200"
"24.01.2016 07:00 - 24.01.2016 08:00","n/e","125","n/e","3200"
"24.01.2016 08:00 - 24.01.2016 09:00","n/e","50","n/e","3200"
"24.01.2016 09:00 - 24.01.2016 10:00","n/e","50","n/e","3200"
"24.01.2016 10:00 - 24.01.2016 11:00","n/e","0","n/e","3200"
"24.01.2016 11:00 - 24.01.2016 12:00","n/e","0","n/e","3200"
"24.01.2016 12:00 - 24.01.2016 13:00","n/e","0","n/e","3200"
"24.01.2016 13:00 - 24.01.2016 14:00","n/e","0","n/e","3200"
"24.01.2016 14:00 - 24.01.2016 15:00","n/e","0","n/e","3200"
"24.01.2016 15:00 - 24.01.2016 16:00","n/e","0","n/e","3200"
"24.01.2016 16:00 - 24.01.2016 17:00","n/e","0","n/e","3200"
"24.01.2016 17:00 - 24.01.2016 18:00","n/e","0","n/e","3200"
"24.01.2016 18:00 - 24.01.2016 19:00","n/e","0","n/e","3200"
"24.01.2016 19:00 - 24.01.2016 20:00","n/e","0","n/e","3200"
"24.01.2016 20:00 - 24.01.2016 21:00","n/e","0","n/e","3200"
"24.01.2016 21:00 - 24.01.2016 22:00","n/e","0","n/e","3200"
"24.01.2016 22:00 - 24.01.2016 23:00","n/e","0","n/e","3200"
"24.01.2016 23:00 - 25.01.2016 00:00","n/e","0","n/e","3200"
"25.01.2016 00:00 - 25.01.2016 01:00","n/e","0","n/e","3200"
"25.01.2016 01:00 - 25.01.2016 02:00","n/e","0","n/e","3200"
"25.01.2016 02:00 - 25.01.2016 03:00","n/e","49","n/e","3200"
"25.01.2016 03:00 - 25.01.2016 04:00","n/e","0","n/e","3200"
"25.01.2016 04:00 - 25.01.2016 05:00","n/e","0","n/e","3200"
"25.01.2016 05:00 - 25.01.2016 06:00","n/e","1","n/e","3200"
"25.01.2016 06:00 - 25.01.2016 07:00","n/e","0","n/e","3200"
"25.01.2016 07:00 - 25.01.2016 08:00","n/e","0","n/e","3200"
"25.01.2016 08:00 - 25.01.2016 09:00","n/e","0","n/e","3200"
"25.01.2016 09:00 - 25.01.2016 10:00","n/e","0","n/e","3200"
"25.01.2016 10:00 - 25.01.2016 11:00","n/e","0","n/e","3200"
"25.01.2016 11:00 - 25.01.2016 12:00","n/e","0","n/e","3200"
"25.01.2016 12:00 - 25.01.2016 13:00","n/e","0","n/e","3200"
"25.01.2016 13:00 - 25.01.2016 14:00","n/e","0","n/e","3200"
"25.01.2016 14:00 - 25.01.2016 15:00","n/e","0","n/e","3200"
"25.01.2016 15:00 - 25.01.2016 16:00","n/e","0","n/e","3200"
"25.01.2016 16:00 - 25.01.2016 17:00","n/e","0","n/e","3200"
"25.01.2016 17:00 - 25.01.2016 18:00","n/e","0","n/e","3200"
"25.01.2016 18:00 - 25.01.2016 19:00","n/e","0","n/e","3200"
"25.01.2016 19:00 - 25.01.2016 20:00","n/e","0","n/e","3200"
"25.01.2016 20:00 - 25.01.2016 21:00","n/e","0","n/e","3200"
"25.01.2016 21:00 - 25.01.2016 22:00","n/e","0","n/e","3200"
"25.01.2016 22:00 - 25.01.2016 23:00","n/e","0","n/e","3200"
"25.01.2016 23:00 - 26.01.2016 00:00","n/e","0","n/e","3200"
"26.01.2016 00:00 - 26.01.2016 01:00","n/e","21","n/e","3221"
"26.01.2016 01:00 - 26.01.2016 02:00","n/e","21","n/e","3221"
"26.01.2016 02:00 - 26.01.2016 03:00","n/e","21","n/e","3221"
"26.01.2016 03:00 - 26.01.2016 04:00","n/e","0","n/e","3200"
"26.01.2016 04:00 - 26.01.2016 05:00","n/e","17","n/e","3200"
"26.01.2016 05:00 - 26.01.2016 06:00","n/e","21","n/e","3221"
"26.01.2016 06:00 - 26.01.2016 07:00","n/e","0","n/e","3200"
"26.01.2016 07:00 - 26.01.2016 08:00","n/e","0","n/e","3200"
"26.01.2016 08:00 - 26.01.2016 09:00","n/e","0","n/e","3200"
"26.01.2016 09:00 - 26.01.2016 10:00","n/e","0","n/e","3200"
"26.01.2016 10:00 - 26.01.2016 11:00","n/e","0","n/e","3200"
"26.01.2016 11:00 - 26.01.2016 12:00","n/e","0","n/e","3200"
"26.01.2016 12:00 - 26.01.2016 13:00","n/e","0","n/e","3200"
"26.01.2016 13:00 - 26.01.2016 14:00","n/e","0","n/e","3200"
"26.01.2016 14:00 - 26.01.2016 15:00","n/e","0","n/e","3200"
"26.01.2016 15:00 - 26.01.2016 16:00","n/e","0","n/e","3200"
"26.01.2016 16:00 - 26.01.2016 17:00","n/e","0","n/e","3200"
"26.01.2016 17:00 - 26.01.2016 18:00","n/e","0","n/e","3200"
"26.01.2016 18:00 - 26.01.2016 19:00","n/e","0","n/e","3200"
"26.01.2016 19:00 - 26.01.2016 20:00","n/e","0","n/e","3200"
"26.01.2016 20:00 - 26.01.2016 21:00","n/e","0","n/e","3200"
"26.01.2016 21:00 - 26.01.2016 22:00","n/e","0","n/e","3200"
"26.01.2016 22:00 - 26.01.2016 23:00","n/e","0","n/e","3200"
"26.01.2016 23:00 - 27.01.2016 00:00","n/e","15","n/e","3215"
"27.01.2016 00:00 - 27.01.2016 01:00","n/e","0","n/e","3200"
"27.01.2016 01:00 - 27.01.2016 02:00","n/e","0","n/e","3200"
"27.01.2016 02:00 - 27.01.2016 03:00","n/e","0","n/e","3200"
"27.01.2016 03:00 - 27.01.2016 04:00","n/e","0","n/e","3200"
"27.01.2016 04:00 - 27.01.2016 05:00","n/e","0","n/e","3200"
"27.01.2016 05:00 - 27.01.2016 06:00","n/e","1","n/e","3200"
"27.01.2016 06:00 - 27.01.2016 07:00","n/e","0","n/e","3200"
"27.01.2016 07:00 - 27.01.2016 08:00","n/e","0","n/e","3200"
"27.01.2016 08:00 - 27.01.2016 09:00","n/e","0","n/e","3200"
"27.01.2016 09:00 - 27.01.2016 10:00","n/e","0","n/e","3200"
"27.01.2016 10:00 - 27.01.2016 11:00","n/e","0","n/e","3200"
"27.01.2016 11:00 - 27.01.2016 12:00","n/e","0","n/e","3200"
"27.01.2016 12:00 - 27.01.2016 13:00","n/e","0","n/e","3200"
"27.01.2016 13:00 - 27.01.2016 14:00","n/e","0","n/e","3200"
"27.01.2016 14:00 - 27.01.2016 15:00","n/e","0","n/e","3200"
"27.01.2016 15:00 - 27.01.2016 16:00","n/e","0","n/e","3200"
"27.01.2016 16:00 - 27.01.2016 17:00","n/e","0","n/e","3200"
"27.01.2016 17:00 - 27.01.2016 18:00","n/e","0","n/e","3200"
"27.01.2016 18:00 - 27.01.2016 19:00","n/e","0","n/e","3200"
"27.01.2016 19:00 - 27.01.2016 20:00","n/e","0","n/e","3200"
"27.01.2016 20:00 - 27.01.2016 21:00","n/e","0","n/e","3200"
"27.01.2016 21:00 - 27.01.2016 22:00","n/e","0","n/e","3200"
"27.01.2016 22:00 - 27.01.2016 23:00","n/e","0","n/e","3200"
"27.01.2016 23:00 - 28.01.2016 00:00","n/e","6","n/e","3206"
"28.01.2016 00:00 - 28.01.2016 01:00","n/e","0","n/e","3200"
"28.01.2016 01:00 - 28.01.2016 02:00","n/e","0","n/e","3200"
"28.01.2016 02:00 - 28.01.2016 03:00","n/e","0","n/e","3200"
"28.01.2016 03:00 - 28.01.2016 04:00","n/e","0","n/e","3200"
"28.01.2016 04:00 - 28.01.2016 05:00","n/e","0","n/e","3200"
"28.01.2016 05:00 - 28.01.2016 06:00","n/e","0","n/e","3200"
"28.01.2016 06:00 - 28.01.2016 07:00","n/e","0","n/e","3200"
"28.01.2016 07:00 - 28.01.2016 08:00","n/e","0","n/e","3200"
"28.01.2016 08:00 - 28.01.2016 09:00","n/e","0","n/e","3200"
"28.01.2016 09:00 - 28.01.2016 10:00","n/e","0","n/e","3200"
"28.01.2016 10:00 - 28.01.2016 11:00","n/e","0","n/e","3200"
"28.01.2016 11:00 - 28.01.2016 12:00","n/e","0","n/e","3200"
"28.01.2016 12:00 - 28.01.2016 13:00","n/e","0","n/e","3200"
"28.01.2016 13:00 - 28.01.2016 14:00","n/e","266","n/e","3200"
"28.01.2016 14:00 - 28.01.2016 15:00","n/e","0","n/e","3200"
"28.01.2016 15:00 - 28.01.2016 16:00","n/e","0","n/e","3200"
"28.01.2016 16:00 - 28.01.2016 17:00","n/e","0","n/e","3200"
"28.01.2016 17:00 - 28.01.2016 18:00","n/e","0","n/e","3200"
"28.01.2016 18:00 - 28.01.2016 19:00","n/e","793","n/e","3343"
"28.01.2016 19:00 - 28.01.2016 20:00","n/e","424","n/e","3204"
"28.01.2016 20:00 - 28.01.2016 21:00","n/e","0","n/e","3200"
"28.01.2016 21:00 - 28.01.2016 22:00","n/e","0","n/e","3200"
"28.01.2016 22:00 - 28.01.2016 23:00","n/e","0","n/e","3200"
"28.01.2016 23:00 - 29.01.2016 00:00","n/e","6","n/e","3206"
"29.01.2016 00:00 - 29.01.2016 01:00","n/e","0","n/e","3200"
"29.01.2016 01:00 - 29.01.2016 02:00","n/e","0","n/e","3200"
"29.01.2016 02:00 - 29.01.2016 03:00","n/e","0","n/e","3200"
"29.01.2016 03:00 - 29.01.2016 04:00","n/e","0","n/e","3200"
"29.01.2016 04:00 - 29.01.2016 05:00","n/e","0","n/e","3200"
"29.01.2016 05:00 - 29.01.2016 06:00","n/e","0","n/e","3200"
"29.01.2016 06:00 - 29.01.2016 07:00","n/e","15","n/e","3215"
"29.01.2016 07:00 - 29.01.2016 08:00","n/e","0","n/e","3200"
"29.01.2016 08:00 - 29.01.2016 09:00","n/e","0","n/e","3200"
"29.01.2016 09:00 - 29.01.2016 10:00","n/e","0","n/e","3200"
"29.01.2016 10:00 - 29.01.2016 11:00","n/e","0","n/e","3200"
"29.01.2016 11:00 - 29.01.2016 12:00","n/e","0","n/e","3200"
"29.01.2016 12:00 - 29.01.2016 13:00","n/e","0","n/e","3200"
"29.01.2016 13:00 - 29.01.2016 14:00","n/e","0","n/e","3200"
"29.01.2016 14:00 - 29.01.2016 15:00","n/e","0","n/e","3200"
"29.01.2016 15:00 - 29.01.2016 16:00","n/e","0","n/e","3200"
"29.01.2016 16:00 - 29.01.2016 17:00","n/e","0","n/e","3200"
"29.01.2016 17:00 - 29.01.2016 18:00","n/e","0","n/e","3200"
"29.01.2016 18:00 - 29.01.2016 19:00","n/e","0","n/e","3200"
"29.01.2016 19:00 - 29.01.2016 20:00","n/e","0","n/e","3200"
"29.01.2016 20:00 - 29.01.2016 21:00","n/e","0","n/e","3200"
"29.01.2016 21:00 - 29.01.2016 22:00","n/e","6","n/e","3206"
"29.01.2016 22:00 - 29.01.2016 23:00","n/e","0","n/e","3200"
"29.01.2016 23:00 - 30.01.2016 00:00","n/e","0","n/e","3200"
"30.01.2016 00:00 - 30.01.2016 01:00","n/e","0","n/e","3200"
"30.01.2016 01:00 - 30.01.2016 02:00","n/e","0","n/e","3200"
